0.00029846091638319194,0.948,0.1028
0.00033826110302470624,0.9384,0.1028
0.00011400791845517233,0.9283,0.1912
0.00018515480041969568,0.8189,0.148
0.0001188737660413608,0.936,0.1014
0.00018000231648329645,0.9363,0.0984
0.00019479596812743694,0.9356,0.1126
0.00021256548643577844,0.9383,0.0958
0.00018182821804657578,0.9867,0.1135
0.00024795200442895293,0.985,0.1135
0.0006488315993919969,0.99,0.0984
0.0002363381499890238,0.9556,0.1471
0.00014790426939725876,0.9832,0.1578
0.00022971403086557984,0.9634,0.1044
0.00029885530238971114,0.8847,0.2618
0.0005520899430848658,0.9831,0.101
0.00020993250655010343,0.9225,0.1269
0.00044543453259393573,0.9762,0.0893
0.0002571376971900463,0.9855,0.1011
0.0002216208667960018,0.9756,0.196
0.00016029708785936236,0.9277,0.1043
0.0002139703865395859,0.9897,0.1039
0.00010597758955555037,0.9521,0.1012
0.0004077146586496383,0.9444,0.2127
6.589918484678492e-05,0.959,0.0982
0.00010955861944239587,0.9305,0.0968
0.00020142832363490015,0.855,0.1391
0.0002257031883345917,0.9582,0.2767
0.0004788053338415921,0.9902,0.1463
0.00011199174332432449,0.9289,0.2379
0.0003566127852536738,0.9511,0.2565
9.295036579715088e-05,0.988,0.0974
0.0006847629556432366,0.9503,0.1009
0.0003303670964669436,0.9613,0.0974
0.0002932451316155493,0.9161,0.0974
0.0005680769681930542,0.9143,0.1193
0.00027411358314566314,0.9296,0.2237
0.0002713312569539994,0.9567,0.1023
0.00013433689309749752,0.9628,0.1707
0.00017939379904419184,0.9891,0.1282
7.139604713302106e-05,0.8522,0.101
0.00028972377185709774,0.9848,0.1715
0.0001599891111254692,0.9454,0.2807
0.0003643296950031072,0.9702,0.0923
0.00020625785691663623,0.9521,0.1744
0.0001849085820140317,0.9455,0.1572
0.00017645010666456074,0.9888,0.1197
0.00022311175416689366,0.8573,0.1896
0.00012508730287663639,0.8619,0.1012
0.0001804382336558774,0.9245,0.1028
0.0002357977064093575,0.9179,0.0973
0.0003809204208664596,0.9882,0.1049
0.0004081768274772912,0.9526,0.1017
0.00011436874774517491,0.9109,0.0892
0.00021802612172905356,0.9636,0.0958
0.00021873752120882273,0.927,0.1943
0.00020550534827634692,0.897,0.0892
0.0001703889574855566,0.937,0.2424
0.00020019813382532448,0.8816,0.1053
0.0001769686641637236,0.9312,0.1971
0.0004025271045975387,0.9675,0.1135
0.0002939692058134824,0.948,0.1135
8.18349071778357e-05,0.9537,0.1328
0.0003909890365321189,0.9476,0.2899
0.00018159541650675237,0.9385,0.1128
9.190827404381707e-05,0.9482,0.0982
0.00013236676750238985,0.9667,0.0812
0.0002685611543711275,0.9194,0.1312
0.00025362015003338456,0.9863,0.1135
0.00030922048608772457,0.8357,0.2315
0.00042629658128134906,0.9896,0.158
0.00030883573344908655,0.9646,0.1066
0.0003738520317710936,0.9295,0.1504
0.0004735764814540744,0.9573,0.1028
0.00013796478742733598,0.9491,0.1486
0.0001480196660850197,0.9533,0.1743
0.00041475327452644706,0.9227,0.2317
0.00022399071895051748,0.9847,0.1839
0.00013544689863920212,0.9384,0.1189
0.00030282247462309897,0.8832,0.129
0.0003726898576132953,0.9896,0.0909
0.00016436843725387007,0.8956,0.1028
0.000322721985867247,0.7567,0.2499
0.00022525450913235545,0.9707,0.1135
0.00022407544020097703,0.9419,0.147
0.0001683500740909949,0.9517,0.0958
0.00032082220423035324,0.946,0.1013
0.00035331855178810656,0.9652,0.2101
0.000118424286483787,0.9436,0.0982
0.0001486985565861687,0.9441,0.1002
0.00034028664231300354,0.9301,0.0974
0.0003310495230834931,0.923,0.1705
8.52121229399927e-05,0.9342,0.0964
0.00035611435305327177,0.9352,0.1011
0.00013835997378919274,0.958,0.1135
0.0001284804893657565,0.9464,0.1231
7.446571544278413e-05,0.935,0.1024
0.00026296108262613416,0.9455,0.142
0.00025274045765399933,0.9082,0.193
0.00033707814873196185,0.9502,0.0942
0.00010797258437378332,0.9176,0.2714
0.00025045464280992746,0.9461,0.1037
0.0004549988661892712,0.9316,0.1027
